TransactionID,Item,ItemCategory1,ItemCategory2
7290,brown bread,fresh products,bread and backed goods
7290,soda,drinks,non-alc. drinks
7290,canned beer,drinks,beer
7291,whole milk,fresh products,dairy produce
7291,house keeping products,non-food,non-food house keeping products
7292,citrus fruit,fruit and vegetables,fruit
7292,brown bread,fresh products,bread and backed goods
7292,pastry,fresh products,bread and backed goods
7292,white wine,drinks,wine
7292,chocolate,snacks and candies,chocolate
7292,shopping bags,non-food,bags
7293,dessert,fresh products,dairy produce
7293,UHT-milk,fresh products,shelf-stable dairy
7293,newspapers,non-food,games/books/hobby
7293,shopping bags,non-food,bags
7294,whole milk,fresh products,dairy produce
7294,soda,drinks,non-alc. drinks
7294,soap,perfumery,soap
7295,pastry,fresh products,bread and backed goods
7295,specialty chocolate,snacks and candies,chocolate
7295,female sanitary products,perfumery,cosmetics
7296,curd cheese,fresh products,cheese
7296,rolls/buns,fresh products,bread and backed goods
7296,bottled beer,drinks,beer
7297,other vegetables,fruit and vegetables,vegetables
7297,whole milk,fresh products,dairy produce
7297,processed cheese,fresh products,cheese
7297,soda,drinks,non-alc. drinks
7298,male cosmetics,perfumery,cosmetics
7299,other vegetables,fruit and vegetables,vegetables
7299,yogurt,fresh products,dairy produce
7299,specialty cheese,fresh products,cheese
7299,bottled water,drinks,non-alc. drinks
7300,finished products,meat and sausage,sausage
7300,rolls/buns,fresh products,bread and backed goods
7301,other vegetables,fruit and vegetables,vegetables
7301,frozen meals,fresh products,frozen foods
7301,rolls/buns,fresh products,bread and backed goods
7301,bottled water,drinks,non-alc. drinks
7301,bottled beer,drinks,beer
7301,red/blush wine,drinks,wine
7302,fruit/vegetable juice,drinks,non-alc. drinks
7303,berries,fruit and vegetables,fruit
7303,other vegetables,fruit and vegetables,vegetables
7303,yogurt,fresh products,dairy produce
7304,other vegetables,fruit and vegetables,vegetables
7304,whole milk,fresh products,dairy produce
7304,butter,fresh products,dairy produce
7304,yogurt,fresh products,dairy produce
7304,whipped/sour cream,fresh products,dairy produce
7304,frozen vegetables,fresh products,frozen foods
7304,rolls/buns,fresh products,bread and backed goods
7304,margarine,processed food,vinegar/oils
7304,napkins,perfumery,perfumery
7305,roll products,fresh products,bread and backed goods
7306,sausage,meat and sausage,sausage
7306,pork,meat and sausage,pork
7306,beef,meat and sausage,beef
7306,tropical fruit,fruit and vegetables,fruit
7306,grapes,fruit and vegetables,fruit
7306,other vegetables,fruit and vegetables,vegetables
7306,whole milk,fresh products,dairy produce
7306,frozen dessert,fresh products,frozen foods
7306,domestic eggs,fresh products,eggs
7306,soda,drinks,non-alc. drinks
7306,chocolate,snacks and candies,chocolate
7307,beef,meat and sausage,beef
7307,citrus fruit,fruit and vegetables,fruit
7307,butter,fresh products,dairy produce
7307,domestic eggs,fresh products,eggs
7307,flour,processed food,staple foods
7307,margarine,processed food,vinegar/oils
7307,baking powder,processed food,bakery improver
7307,long life bakery product,snacks and candies,long-life bakery products
7308,tropical fruit,fruit and vegetables,fruit
7308,whipped/sour cream,fresh products,dairy produce
7308,UHT-milk,fresh products,shelf-stable dairy
7308,salt,processed food,staple foods
7308,pasta,processed food,staple foods
7308,oil,processed food,vinegar/oils
7308,salty snack,snacks and candies,snacks
7308,candy,snacks and candies,candy
7309,sausage,meat and sausage,sausage
7309,butter,fresh products,dairy produce
7309,butter milk,fresh products,dairy produce
7309,ice cream,fresh products,frozen foods
7309,coffee,drinks,coffee
7309,salty snack,snacks and candies,snacks
7310,specialty chocolate,snacks and candies,chocolate
7311,bottled water,drinks,non-alc. drinks
7311,soda,drinks,non-alc. drinks
7311,bottled beer,drinks,beer
7312,sausage,meat and sausage,sausage
7312,yogurt,fresh products,dairy produce
7312,margarine,processed food,vinegar/oils
7312,salty snack,snacks and candies,snacks
7313,whole milk,fresh products,dairy produce
7313,specialty chocolate,snacks and candies,chocolate
7313,light bulbs,non-food,non-food house keeping products
7314,beverages,fresh products,dairy produce
7314,specialty bar,snacks and candies,chocolate
7315,pastry,fresh products,bread and backed goods
7315,waffles,snacks and candies,long-life bakery products
7315,shopping bags,non-food,bags
7316,grapes,fruit and vegetables,fruit
7316,root vegetables,fruit and vegetables,vegetables
7316,onions,fruit and vegetables,vegetables
7316,whipped/sour cream,fresh products,dairy produce
7316,rolls/buns,fresh products,bread and backed goods
7316,mustard,processed food,condiments
7316,coffee,drinks,coffee
7316,bottled water,drinks,non-alc. drinks
7316,soda,drinks,non-alc. drinks
7316,fruit/vegetable juice,drinks,non-alc. drinks
7316,chocolate,snacks and candies,chocolate
7316,shopping bags,non-food,bags
7317,citrus fruit,fruit and vegetables,fruit
7317,yogurt,fresh products,dairy produce
7318,citrus fruit,fruit and vegetables,fruit
7318,tropical fruit,fruit and vegetables,fruit
7318,other vegetables,fruit and vegetables,vegetables
7318,rolls/buns,fresh products,bread and backed goods
7318,shopping bags,non-food,bags
7319,meat,meat and sausage,sausage
7319,other vegetables,fruit and vegetables,vegetables
7319,yogurt,fresh products,dairy produce
7319,ice cream,fresh products,frozen foods
7319,fruit/vegetable juice,drinks,non-alc. drinks
7319,salty snack,snacks and candies,snacks
7319,newspapers,non-food,games/books/hobby
7320,salty snack,snacks and candies,snacks
7320,specialty chocolate,snacks and candies,chocolate
7321,finished products,meat and sausage,sausage
7321,beef,meat and sausage,beef
7321,frozen meals,fresh products,frozen foods
7321,rolls/buns,fresh products,bread and backed goods
7321,soda,drinks,non-alc. drinks
7322,bottled beer,drinks,beer
7322,liquor,drinks,hard drinks
7323,citrus fruit,fruit and vegetables,fruit
7323,tropical fruit,fruit and vegetables,fruit
7323,pastry,fresh products,bread and backed goods
7323,seasonal products,snacks and candies,seasonal products
7324,ice cream,fresh products,frozen foods
7324,soda,drinks,non-alc. drinks
7324,misc. beverages,drinks,non-alc. drinks
7324,liquor (appetizer),drinks,hard drinks
7325,tropical fruit,fruit and vegetables,fruit
7325,root vegetables,fruit and vegetables,vegetables
7325,yogurt,fresh products,dairy produce
7325,cream cheese,fresh products,cheese
7325,processed cheese,fresh products,cheese
7325,brown bread,fresh products,bread and backed goods
7325,ketchup,processed food,condiments
7325,salty snack,snacks and candies,snacks
7325,waffles,snacks and candies,long-life bakery products
7325,candy,snacks and candies,candy
7326,margarine,processed food,vinegar/oils
7327,soda,drinks,non-alc. drinks
7328,sausage,meat and sausage,sausage
7328,brown bread,fresh products,bread and backed goods
7329,beverages,fresh products,dairy produce
7330,whipped/sour cream,fresh products,dairy produce
7331,tropical fruit,fruit and vegetables,fruit
7332,herbs,fruit and vegetables,vegetables
7332,whipped/sour cream,fresh products,dairy produce
7332,semi-finished bread,fresh products,bread and backed goods
7332,chewing gum,snacks and candies,chewing gum
7332,newspapers,non-food,games/books/hobby
7333,whole milk,fresh products,dairy produce
7334,yogurt,fresh products,dairy produce
7334,bottled beer,drinks,beer
7334,white wine,drinks,wine
7335,hamburger meat,meat and sausage,beef
7335,root vegetables,fruit and vegetables,vegetables
7335,herbs,fruit and vegetables,vegetables
7335,other vegetables,fruit and vegetables,vegetables
7335,bottled water,drinks,non-alc. drinks
7335,bottled beer,drinks,beer
7335,newspapers,non-food,games/books/hobby
7336,pip fruit,fruit and vegetables,fruit
7336,rolls/buns,fresh products,bread and backed goods
7337,frozen potato products,fresh products,frozen foods
7338,whole milk,fresh products,dairy produce
7339,whole milk,fresh products,dairy produce
7339,brown bread,fresh products,bread and backed goods
7339,fruit/vegetable juice,drinks,non-alc. drinks
7340,sausage,meat and sausage,sausage
7340,rolls/buns,fresh products,bread and backed goods
7341,female sanitary products,perfumery,cosmetics
7342,beef,meat and sausage,beef
7342,whole milk,fresh products,dairy produce
7342,yogurt,fresh products,dairy produce
7342,soft cheese,fresh products,cheese
7343,sausage,meat and sausage,sausage
7343,whole milk,fresh products,dairy produce
7343,rolls/buns,fresh products,bread and backed goods
7343,soda,drinks,non-alc. drinks
7343,salty snack,snacks and candies,snacks
7343,long life bakery product,snacks and candies,long-life bakery products
7343,waffles,snacks and candies,long-life bakery products
7343,chocolate marshmallow,snacks and candies,chocolate
7343,candy,snacks and candies,candy
7344,sausage,meat and sausage,sausage
7344,beverages,fresh products,dairy produce
7344,brown bread,fresh products,bread and backed goods
7344,salt,processed food,staple foods
7344,soda,drinks,non-alc. drinks
7344,salty snack,snacks and candies,snacks
7344,popcorn,snacks and candies,snacks
7344,dental care,perfumery,dental care
7344,make up remover,perfumery,cosmetics
7345,tropical fruit,fruit and vegetables,fruit
7345,frozen dessert,fresh products,frozen foods
7346,frankfurter,meat and sausage,sausage
7346,coffee,drinks,coffee
7347,beef,meat and sausage,beef
7347,root vegetables,fruit and vegetables,vegetables
7347,domestic eggs,fresh products,eggs
7347,vinegar,processed food,vinegar/oils
7347,soda,drinks,non-alc. drinks
7348,curd,fresh products,dairy produce
7348,ice cream,fresh products,frozen foods
7348,pasta,processed food,staple foods
7348,cat food,canned food,pet food/care
7349,bottled water,drinks,non-alc. drinks
7349,canned beer,drinks,beer
7349,candy,snacks and candies,candy
7350,yogurt,fresh products,dairy produce
7350,newspapers,non-food,games/books/hobby
7351,root vegetables,fruit and vegetables,vegetables
7351,other vegetables,fruit and vegetables,vegetables
7351,pickled vegetables,canned food,canned fruit/vegetables
7351,bottled water,drinks,non-alc. drinks
7351,fruit/vegetable juice,drinks,non-alc. drinks
7352,sliced cheese,fresh products,cheese
7352,domestic eggs,fresh products,eggs
7352,coffee,drinks,coffee
7352,shopping bags,non-food,bags
7353,pip fruit,fruit and vegetables,fruit
7353,beverages,fresh products,dairy produce
7353,frozen meals,fresh products,frozen foods
7353,long life bakery product,snacks and candies,long-life bakery products
7353,chocolate,snacks and candies,chocolate
7353,napkins,perfumery,perfumery
7354,chicken,meat and sausage,poultry
7354,whole milk,fresh products,dairy produce
7355,ham,meat and sausage,sausage
7355,whole milk,fresh products,dairy produce
7355,hard cheese,fresh products,cheese
7355,cat food,canned food,pet food/care
7356,specialty chocolate,snacks and candies,chocolate
7357,fish,meat and sausage,fish
7357,whole milk,fresh products,dairy produce
7357,white bread,fresh products,bread and backed goods
7357,detergent,detergent,detergent/softener
7358,detergent,detergent,detergent/softener
7358,hygiene articles,perfumery,perfumery
7358,napkins,perfumery,perfumery
7359,rolls/buns,fresh products,bread and backed goods
7359,margarine,processed food,vinegar/oils
7359,canned fish,canned food,canned fish
7360,sausage,meat and sausage,sausage
7360,ham,meat and sausage,sausage
7360,yogurt,fresh products,dairy produce
7360,sugar,processed food,sweetener
7360,misc. beverages,drinks,non-alc. drinks
7360,abrasive cleaner,detergent,cleaner
7360,cleaner,detergent,cleaner
7360,dishes,non-food,non-food kitchen
7361,coffee,drinks,coffee
7361,fruit/vegetable juice,drinks,non-alc. drinks
7362,frankfurter,meat and sausage,sausage
7362,whole milk,fresh products,dairy produce
7363,sausage,meat and sausage,sausage
7363,beverages,fresh products,dairy produce
7363,brown bread,fresh products,bread and backed goods
7363,pastry,fresh products,bread and backed goods
7364,whole milk,fresh products,dairy produce
7364,butter,fresh products,dairy produce
7364,yogurt,fresh products,dairy produce
7364,domestic eggs,fresh products,eggs
7364,rolls/buns,fresh products,bread and backed goods
7365,dessert,fresh products,dairy produce
7365,beverages,fresh products,dairy produce
7366,pip fruit,fruit and vegetables,fruit
7366,other vegetables,fruit and vegetables,vegetables
7366,whole milk,fresh products,dairy produce
7366,butter milk,fresh products,dairy produce
7366,dish cleaner,detergent,cleaner
7367,sausage,meat and sausage,sausage
7367,other vegetables,fruit and vegetables,vegetables
7367,yogurt,fresh products,dairy produce
7367,pickled vegetables,canned food,canned fruit/vegetables
7367,bottled water,drinks,non-alc. drinks
7367,liquor,drinks,hard drinks
7367,shopping bags,non-food,bags
7368,whole milk,fresh products,dairy produce
7368,margarine,processed food,vinegar/oils
7368,baking powder,processed food,bakery improver
7368,bottled water,drinks,non-alc. drinks
7368,bottled beer,drinks,beer
7368,waffles,snacks and candies,long-life bakery products
7368,napkins,perfumery,perfumery
7369,salty snack,snacks and candies,snacks
7369,specialty chocolate,snacks and candies,chocolate
7370,sausage,meat and sausage,sausage
7370,rolls/buns,fresh products,bread and backed goods
7370,bottled beer,drinks,beer
7371,bottled beer,drinks,beer
7372,sweet spreads,canned food,jam/sweet spreads
7373,pip fruit,fruit and vegetables,fruit
7374,pork,meat and sausage,pork
7374,bottled water,drinks,non-alc. drinks
7374,white wine,drinks,wine
7374,shopping bags,non-food,bags
7375,beverages,fresh products,dairy produce
7375,pastry,fresh products,bread and backed goods
7375,bottled water,drinks,non-alc. drinks
7375,fruit/vegetable juice,drinks,non-alc. drinks
7375,bottled beer,drinks,beer
7376,whole milk,fresh products,dairy produce
7377,tropical fruit,fruit and vegetables,fruit
7377,pip fruit,fruit and vegetables,fruit
7377,root vegetables,fruit and vegetables,vegetables
7377,butter,fresh products,dairy produce
7377,curd,fresh products,dairy produce
7377,chewing gum,snacks and candies,chewing gum
7377,chocolate,snacks and candies,chocolate
7378,frankfurter,meat and sausage,sausage
7378,cream cheese,fresh products,cheese
7378,white bread,fresh products,bread and backed goods
7379,sweet spreads,canned food,jam/sweet spreads
7380,soups,processed food,soups/sauces
7380,male cosmetics,perfumery,cosmetics
7381,soda,drinks,non-alc. drinks
7381,syrup,drinks,non-alc. drinks
7382,root vegetables,fruit and vegetables,vegetables
7382,yogurt,fresh products,dairy produce
7382,beverages,fresh products,dairy produce
7383,whole milk,fresh products,dairy produce
7384,citrus fruit,fruit and vegetables,fruit
7384,cat food,canned food,pet food/care
7384,coffee,drinks,coffee
7384,salty snack,snacks and candies,snacks
7384,napkins,perfumery,perfumery
7385,whole milk,fresh products,dairy produce
7385,curd,fresh products,dairy produce
7385,cream cheese,fresh products,cheese
7385,shopping bags,non-food,bags
7386,soda,drinks,non-alc. drinks
7386,specialty bar,snacks and candies,chocolate
7387,sausage,meat and sausage,sausage
7387,yogurt,fresh products,dairy produce
7387,fruit/vegetable juice,drinks,non-alc. drinks
7387,shopping bags,non-food,bags
7388,whipped/sour cream,fresh products,dairy produce
7389,frankfurter,meat and sausage,sausage
7389,pork,meat and sausage,pork
7389,tropical fruit,fruit and vegetables,fruit
7389,dessert,fresh products,dairy produce
7389,pickled vegetables,canned food,canned fruit/vegetables
7389,salty snack,snacks and candies,snacks
7389,shopping bags,non-food,bags
7390,other vegetables,fruit and vegetables,vegetables
7390,brown bread,fresh products,bread and backed goods
7390,spices,processed food,condiments
7390,white wine,drinks,wine
7391,bottled beer,drinks,beer
7392,pip fruit,fruit and vegetables,fruit
7392,root vegetables,fruit and vegetables,vegetables
7392,curd,fresh products,dairy produce
7392,hard cheese,fresh products,cheese
7392,specialty cheese,fresh products,cheese
7393,citrus fruit,fruit and vegetables,fruit
7393,whole milk,fresh products,dairy produce
7393,domestic eggs,fresh products,eggs
7393,specialty chocolate,snacks and candies,chocolate
7393,shopping bags,non-food,bags
7394,whipped/sour cream,fresh products,dairy produce
7395,whipped/sour cream,fresh products,dairy produce
7395,newspapers,non-food,games/books/hobby
7396,other vegetables,fruit and vegetables,vegetables
7396,butter milk,fresh products,dairy produce
7396,UHT-milk,fresh products,shelf-stable dairy
7396,sliced cheese,fresh products,cheese
7396,cream cheese,fresh products,cheese
7396,processed cheese,fresh products,cheese
7396,specialty cheese,fresh products,cheese
7396,canned vegetables,canned food,canned fruit/vegetables
7397,tropical fruit,fruit and vegetables,fruit
7397,whole milk,fresh products,dairy produce
7397,cream cheese,fresh products,cheese
7397,brown bread,fresh products,bread and backed goods
7398,tropical fruit,fruit and vegetables,fruit
7398,rolls/buns,fresh products,bread and backed goods
7398,white bread,fresh products,bread and backed goods
7398,salty snack,snacks and candies,snacks
7398,candy,snacks and candies,candy
7399,specialty bar,snacks and candies,chocolate
7400,meat,meat and sausage,sausage
7400,brown bread,fresh products,bread and backed goods
7400,seasonal products,snacks and candies,seasonal products
7400,shopping bags,non-food,bags
7401,soda,drinks,non-alc. drinks
7401,canned beer,drinks,beer
7401,liquor (appetizer),drinks,hard drinks
7401,salty snack,snacks and candies,snacks
7401,shopping bags,non-food,bags
7402,yogurt,fresh products,dairy produce
7402,specialty bar,snacks and candies,chocolate
7403,frankfurter,meat and sausage,sausage
7403,onions,fruit and vegetables,vegetables
7403,packaged fruit/vegetables,fruit and vegetables,packaged fruit/vegetables
7403,cream cheese,fresh products,cheese
7403,brown bread,fresh products,bread and backed goods
7403,canned fish,canned food,canned fish
7403,shopping bags,non-food,bags
7404,ham,meat and sausage,sausage
7404,pip fruit,fruit and vegetables,fruit
7404,domestic eggs,fresh products,eggs
7404,pastry,fresh products,bread and backed goods
7404,semi-finished bread,fresh products,bread and backed goods
7404,cat food,canned food,pet food/care
7404,newspapers,non-food,games/books/hobby
7405,organic products,processed food,health food
7405,softener,detergent,detergent/softener
7405,hygiene articles,perfumery,perfumery
7406,canned beer,drinks,beer
7407,frozen meals,fresh products,frozen foods
7407,frozen potato products,fresh products,frozen foods
7407,coffee,drinks,coffee
7408,other vegetables,fruit and vegetables,vegetables
7408,whole milk,fresh products,dairy produce
7408,coffee,drinks,coffee
7408,soda,drinks,non-alc. drinks
7408,canned beer,drinks,beer
7409,sausage,meat and sausage,sausage
7409,coffee,drinks,coffee
7409,long life bakery product,snacks and candies,long-life bakery products
7409,shopping bags,non-food,bags
7410,sausage,meat and sausage,sausage
7410,UHT-milk,fresh products,shelf-stable dairy
7410,pickled vegetables,canned food,canned fruit/vegetables
7410,bottled water,drinks,non-alc. drinks
7410,canned beer,drinks,beer
7411,frankfurter,meat and sausage,sausage
7411,pork,meat and sausage,pork
7411,curd,fresh products,dairy produce
7411,shopping bags,non-food,bags
7412,male cosmetics,perfumery,cosmetics
7413,frozen meals,fresh products,frozen foods
7414,whole milk,fresh products,dairy produce
7414,pastry,fresh products,bread and backed goods
7414,semi-finished bread,fresh products,bread and backed goods
7414,sugar,processed food,sweetener
7414,soda,drinks,non-alc. drinks
7414,salty snack,snacks and candies,snacks
7414,specialty bar,snacks and candies,chocolate
7415,UHT-milk,fresh products,shelf-stable dairy
7416,misc. beverages,drinks,non-alc. drinks
7417,fruit/vegetable juice,drinks,non-alc. drinks
7418,root vegetables,fruit and vegetables,vegetables
7418,other vegetables,fruit and vegetables,vegetables
7418,whole milk,fresh products,dairy produce
7418,yogurt,fresh products,dairy produce
7418,long life bakery product,snacks and candies,long-life bakery products
7418,newspapers,non-food,games/books/hobby
7419,frankfurter,meat and sausage,sausage
7419,whole milk,fresh products,dairy produce
7419,frozen vegetables,fresh products,frozen foods
7420,grapes,fruit and vegetables,fruit
7420,brown bread,fresh products,bread and backed goods
7421,grapes,fruit and vegetables,fruit
7421,sugar,processed food,sweetener
7421,cling film/bags,non-food,non-food kitchen
7422,bottled beer,drinks,beer
7423,rolls/buns,fresh products,bread and backed goods
7423,napkins,perfumery,perfumery
7423,shopping bags,non-food,bags
7424,rolls/buns,fresh products,bread and backed goods
7424,bottled water,drinks,non-alc. drinks
7425,curd,fresh products,dairy produce
7425,yogurt,fresh products,dairy produce
7425,newspapers,non-food,games/books/hobby
7426,sausage,meat and sausage,sausage
7426,citrus fruit,fruit and vegetables,fruit
7426,butter,fresh products,dairy produce
7426,yogurt,fresh products,dairy produce
7426,brown bread,fresh products,bread and backed goods
7426,margarine,processed food,vinegar/oils
7426,fruit/vegetable juice,drinks,non-alc. drinks
7426,hygiene articles,perfumery,perfumery
7426,newspapers,non-food,games/books/hobby
7427,frankfurter,meat and sausage,sausage
7427,sausage,meat and sausage,sausage
7427,citrus fruit,fruit and vegetables,fruit
7427,frozen vegetables,fresh products,frozen foods
7427,frozen meals,fresh products,frozen foods
7427,vinegar,processed food,vinegar/oils
7427,oil,processed food,vinegar/oils
7427,coffee,drinks,coffee
7427,waffles,snacks and candies,long-life bakery products
7427,cooking chocolate,snacks and candies,chocolate
7427,hygiene articles,perfumery,perfumery
7428,liver loaf,meat and sausage,sausage
7428,whole milk,fresh products,dairy produce
7428,rolls/buns,fresh products,bread and backed goods
7428,misc. beverages,drinks,non-alc. drinks
7428,chocolate,snacks and candies,chocolate
7429,canned beer,drinks,beer
7430,soft cheese,fresh products,cheese
7430,coffee,drinks,coffee
7430,candy,snacks and candies,candy
7431,pork,meat and sausage,pork
7431,beef,meat and sausage,beef
7431,berries,fruit and vegetables,fruit
7431,domestic eggs,fresh products,eggs
7431,oil,processed food,vinegar/oils
7432,tropical fruit,fruit and vegetables,fruit
7433,pip fruit,fruit and vegetables,fruit
7433,grapes,fruit and vegetables,fruit
7433,frozen meals,fresh products,frozen foods
7433,rolls/buns,fresh products,bread and backed goods
7433,mustard,processed food,condiments
7433,canned beer,drinks,beer
7433,liqueur,drinks,hard drinks
7434,citrus fruit,fruit and vegetables,fruit
7434,tropical fruit,fruit and vegetables,fruit
7434,rolls/buns,fresh products,bread and backed goods
7434,soda,drinks,non-alc. drinks
7434,specialty bar,snacks and candies,chocolate
7435,meat,meat and sausage,sausage
7435,hamburger meat,meat and sausage,beef
7435,other vegetables,fruit and vegetables,vegetables
7435,whole milk,fresh products,dairy produce
7435,rolls/buns,fresh products,bread and backed goods
7435,candy,snacks and candies,candy
7436,shopping bags,non-food,bags
7437,hamburger meat,meat and sausage,beef
7437,whole milk,fresh products,dairy produce
7437,sliced cheese,fresh products,cheese
7437,pasta,processed food,staple foods
7437,shopping bags,non-food,bags
7438,root vegetables,fruit and vegetables,vegetables
7438,margarine,processed food,vinegar/oils
7438,candles,non-food,non-food house keeping products
7439,beef,meat and sausage,beef
7439,root vegetables,fruit and vegetables,vegetables
7439,whole milk,fresh products,dairy produce
7439,condensed milk,fresh products,shelf-stable dairy
7440,canned beer,drinks,beer
7440,salty snack,snacks and candies,snacks
7441,whipped/sour cream,fresh products,dairy produce
7441,UHT-milk,fresh products,shelf-stable dairy
7441,pastry,fresh products,bread and backed goods
7441,margarine,processed food,vinegar/oils
7441,cat food,canned food,pet food/care
7441,chocolate,snacks and candies,chocolate
7441,dishes,non-food,non-food kitchen
7441,newspapers,non-food,games/books/hobby
7442,tropical fruit,fruit and vegetables,fruit
7442,yogurt,fresh products,dairy produce
7442,rolls/buns,fresh products,bread and backed goods
7442,skin care,perfumery,cosmetics
7442,shopping bags,non-food,bags
7443,tropical fruit,fruit and vegetables,fruit
7443,whole milk,fresh products,dairy produce
7443,rolls/buns,fresh products,bread and backed goods
7444,pastry,fresh products,bread and backed goods
7445,turkey,meat and sausage,poultry
7445,pip fruit,fruit and vegetables,fruit
7445,root vegetables,fruit and vegetables,vegetables
7445,yogurt,fresh products,dairy produce
7445,cream cheese,fresh products,cheese
7445,flour,processed food,staple foods
7445,sugar,processed food,sweetener
7445,napkins,perfumery,perfumery
7445,newspapers,non-food,games/books/hobby
7446,tropical fruit,fruit and vegetables,fruit
7446,butter milk,fresh products,dairy produce
7446,brown bread,fresh products,bread and backed goods
7446,flour,processed food,staple foods
7447,sugar,processed food,sweetener
7447,specialty bar,snacks and candies,chocolate
7448,finished products,meat and sausage,sausage
7448,whole milk,fresh products,dairy produce
7448,softener,detergent,detergent/softener
7449,meat,meat and sausage,sausage
7449,pip fruit,fruit and vegetables,fruit
7449,whole milk,fresh products,dairy produce
7449,soda,drinks,non-alc. drinks
7449,newspapers,non-food,games/books/hobby
7450,hamburger meat,meat and sausage,beef
7450,pip fruit,fruit and vegetables,fruit
7450,curd,fresh products,dairy produce
7450,dessert,fresh products,dairy produce
7450,cream cheese,fresh products,cheese
7450,rolls/buns,fresh products,bread and backed goods
7450,brown bread,fresh products,bread and backed goods
7451,pork,meat and sausage,pork
7452,whole milk,fresh products,dairy produce
7452,white bread,fresh products,bread and backed goods
7452,mustard,processed food,condiments
7452,bottled water,drinks,non-alc. drinks
7452,soda,drinks,non-alc. drinks
7452,newspapers,non-food,games/books/hobby
7453,pork,meat and sausage,pork
7453,herbs,fruit and vegetables,vegetables
7453,other vegetables,fruit and vegetables,vegetables
7453,whole milk,fresh products,dairy produce
7453,curd cheese,fresh products,cheese
7453,fruit/vegetable juice,drinks,non-alc. drinks
7454,UHT-milk,fresh products,shelf-stable dairy
7454,soda,drinks,non-alc. drinks
7455,other vegetables,fruit and vegetables,vegetables
7455,whole milk,fresh products,dairy produce
7455,domestic eggs,fresh products,eggs
7455,dishes,non-food,non-food kitchen
7456,whole milk,fresh products,dairy produce
7456,butter,fresh products,dairy produce
7456,fruit/vegetable juice,drinks,non-alc. drinks
7456,candy,snacks and candies,candy
7457,chicken,meat and sausage,poultry
7457,whole milk,fresh products,dairy produce
7457,rolls/buns,fresh products,bread and backed goods
7458,whole milk,fresh products,dairy produce
7458,rolls/buns,fresh products,bread and backed goods
7458,brown bread,fresh products,bread and backed goods
7458,oil,processed food,vinegar/oils
7458,sauces,processed food,soups/sauces
7459,pip fruit,fruit and vegetables,fruit
7459,pastry,fresh products,bread and backed goods
7460,rolls/buns,fresh products,bread and backed goods
7460,newspapers,non-food,games/books/hobby
7461,root vegetables,fruit and vegetables,vegetables
7461,frozen vegetables,fresh products,frozen foods
7461,rolls/buns,fresh products,bread and backed goods
7461,fruit/vegetable juice,drinks,non-alc. drinks
7461,canned beer,drinks,beer
7462,frankfurter,meat and sausage,sausage
7462,tropical fruit,fruit and vegetables,fruit
7462,pip fruit,fruit and vegetables,fruit
7462,other vegetables,fruit and vegetables,vegetables
7462,frozen vegetables,fresh products,frozen foods
7462,frozen fish,fresh products,frozen foods
7462,zwieback,fresh products,bread and backed goods
7462,margarine,processed food,vinegar/oils
7463,whole milk,fresh products,dairy produce
7463,whipped/sour cream,fresh products,dairy produce
7464,frankfurter,meat and sausage,sausage
7464,tropical fruit,fruit and vegetables,fruit
7464,pip fruit,fruit and vegetables,fruit
7464,whole milk,fresh products,dairy produce
7464,curd,fresh products,dairy produce
7464,pastry,fresh products,bread and backed goods
7464,flour,processed food,staple foods
7464,margarine,processed food,vinegar/oils
7464,sugar,processed food,sweetener
7464,organic products,processed food,health food
7465,root vegetables,fruit and vegetables,vegetables
7465,whole milk,fresh products,dairy produce
7465,whipped/sour cream,fresh products,dairy produce
7465,soda,drinks,non-alc. drinks
7466,pip fruit,fruit and vegetables,fruit
7467,sausage,meat and sausage,sausage
7467,rolls/buns,fresh products,bread and backed goods
7467,bottled beer,drinks,beer
7468,UHT-milk,fresh products,shelf-stable dairy
7468,domestic eggs,fresh products,eggs
7468,oil,processed food,vinegar/oils
7468,margarine,processed food,vinegar/oils
7469,pork,meat and sausage,pork
7469,other vegetables,fruit and vegetables,vegetables
7469,Instant food products,processed food,soups/sauces
7469,detergent,detergent,detergent/softener
7470,citrus fruit,fruit and vegetables,fruit
7470,other vegetables,fruit and vegetables,vegetables
7470,UHT-milk,fresh products,shelf-stable dairy
7470,rolls/buns,fresh products,bread and backed goods
7471,beef,meat and sausage,beef
7471,hamburger meat,meat and sausage,beef
7471,whole milk,fresh products,dairy produce
7471,soft cheese,fresh products,cheese
7471,frozen chicken,fresh products,frozen foods
7471,rolls/buns,fresh products,bread and backed goods
7471,margarine,processed food,vinegar/oils
7471,seasonal products,snacks and candies,seasonal products
7472,whole milk,fresh products,dairy produce
7472,hard cheese,fresh products,cheese
7472,brown bread,fresh products,bread and backed goods
7472,coffee,drinks,coffee
7472,soda,drinks,non-alc. drinks
7473,beef,meat and sausage,beef
7473,grapes,fruit and vegetables,fruit
7473,other vegetables,fruit and vegetables,vegetables
7473,whole milk,fresh products,dairy produce
7473,dessert,fresh products,dairy produce
7473,yogurt,fresh products,dairy produce
7473,frozen vegetables,fresh products,frozen foods
7473,cake bar,snacks and candies,long-life bakery products
7473,dishes,non-food,non-food kitchen
7473,newspapers,non-food,games/books/hobby
7474,sausage,meat and sausage,sausage
7474,ham,meat and sausage,sausage
7474,root vegetables,fruit and vegetables,vegetables
7474,other vegetables,fruit and vegetables,vegetables
7474,whole milk,fresh products,dairy produce
